0,0,-1.132e-72,-0.61538,-0.059172,0.15385
-0.0061413,-0.00061411,0.0015389,-0.61286,-0.06364,0.15393
-0.012257,-0.0012726,0.0030786,-0.61029,-0.068053,0.154
-0.018347,-0.001975,0.0046189,-0.60766,-0.072409,0.15406
-0.02441,-0.0027206,0.0061598,-0.60499,-0.076709,0.15412
-0.030447,-0.003509,0.0077012,-0.60226,-0.080953,0.15416
-0.036455,-0.0043395,0.0092429,-0.59949,-0.085142,0.15419
-0.042436,-0.0052116,0.010785,-0.59667,-0.089277,0.15422
-0.048389,-0.0061248,0.012327,-0.59381,-0.093356,0.15424
-0.054312,-0.0070786,0.01387,-0.5909,-0.097381,0.15425
-0.060206,-0.0080723,0.015412,-0.58794,-0.10135,0.15425
-0.066071,-0.0091054,0.016955,-0.58495,-0.10527,0.15425
-0.071905,-0.010177,0.018497,-0.58191,-0.10913,0.15425
-0.077709,-0.011288,0.02004,-0.57883,-0.11294,0.15424
-0.083482,-0.012436,0.021582,-0.57571,-0.1167,0.15423
-0.089223,-0.013622,0.023124,-0.57256,-0.12041,0.15421
-0.094933,-0.014844,0.024666,-0.56937,-0.12406,0.15419
-0.10061,-0.016103,0.026208,-0.56614,-0.12766,0.15417
-0.10626,-0.017397,0.027749,-0.56289,-0.13121,0.15414
-0.11187,-0.018727,0.029291,-0.55959,-0.13471,0.15412
-0.11745,-0.020091,0.030832,-0.55627,-0.13816,0.15409
-0.12299,-0.02149,0.032373,-0.55292,-0.14156,0.15406
-0.12851,-0.022922,0.033913,-0.54953,-0.1449,0.15404
-0.13398,-0.024388,0.035453,-0.54612,-0.1482,0.15401
-0.13943,-0.025886,0.036993,-0.54268,-0.15145,0.15398
-0.14484,-0.027417,0.038533,-0.53922,-0.15464,0.15395
-0.15021,-0.028979,0.040072,-0.53573,-0.15779,0.15393
-0.15555,-0.030572,0.041611,-0.53222,-0.16089,0.1539
-0.16086,-0.032196,0.04315,-0.52868,-0.16395,0.15388
-0.16613,-0.033851,0.044689,-0.52513,-0.16695,0.15386
-0.17136,-0.035535,0.046227,-0.52155,-0.16991,0.15384
-0.17656,-0.037249,0.047766,-0.51795,-0.17282,0.15382
-0.18172,-0.038991,0.049304,-0.51434,-0.17568,0.15381
-0.18684,-0.040762,0.050842,-0.51071,-0.17849,0.1538
-0.19193,-0.042561,0.05238,-0.50706,-0.18126,0.15379
-0.19698,-0.044387,0.053918,-0.5034,-0.18399,0.15378
-0.202,-0.046241,0.055455,-0.49973,-0.18666,0.15378
-0.20698,-0.048121,0.056993,-0.49604,-0.1893,0.15378
-0.21192,-0.050026,0.058531,-0.49234,-0.19188,0.15379
-0.21683,-0.051958,0.060069,-0.48863,-0.19443,0.15379
-0.22169,-0.053915,0.061607,-0.48491,-0.19693,0.15381
-0.22652,-0.055896,0.063145,-0.48118,-0.19938,0.15382
-0.23132,-0.057902,0.064683,-0.47744,-0.20179,0.15384
-0.23607,-0.059932,0.066222,-0.4737,-0.20416,0.15387
-0.24079,-0.061985,0.067761,-0.46994,-0.20648,0.1539
-0.24547,-0.064062,0.0693,-0.46619,-0.20877,0.15393
-0.25011,-0.066161,0.070839,-0.46243,-0.21101,0.15397
-0.25472,-0.068282,0.072379,-0.45866,-0.2132,0.15401
-0.25929,-0.070424,0.07392,-0.45489,-0.21536,0.15405
-0.26382,-0.072589,0.07546,-0.45112,-0.21747,0.1541
-0.26831,-0.074774,0.077002,-0.44735,-0.21955,0.15416
-0.27276,-0.076979,0.078543,-0.44357,-0.22158,0.15422
-0.27718,-0.079205,0.080086,-0.4398,-0.22357,0.15428
-0.28156,-0.081451,0.081629,-0.43603,-0.22553,0.15435
-0.2859,-0.083716,0.083173,-0.43226,-0.22744,0.15442
-0.29021,-0.086,0.084718,-0.42849,-0.22931,0.1545
-0.29447,-0.088302,0.086263,-0.42472,-0.23115,0.15458
-0.2987,-0.090622,0.087809,-0.42095,-0.23295,0.15466
-0.30289,-0.092961,0.089356,-0.41719,-0.2347,0.15475
-0.30704,-0.095316,0.090904,-0.41344,-0.23642,0.15485
-0.31116,-0.097689,0.092453,-0.40969,-0.23811,0.15494
-0.31524,-0.10008,0.094003,-0.40594,-0.23975,0.15505
-0.31928,-0.10248,0.095554,-0.4022,-0.24136,0.15515
-0.32328,-0.10491,0.097106,-0.39847,-0.24293,0.15526
-0.32725,-0.10734,0.098659,-0.39475,-0.24446,0.15538
-0.33118,-0.10979,0.10021,-0.39103,-0.24596,0.15549
-0.33507,-0.11226,0.10177,-0.38732,-0.24742,0.15561
-0.33892,-0.11474,0.10333,-0.38362,-0.24885,0.15574
-0.34274,-0.11724,0.10488,-0.37992,-0.25024,0.15587
-0.34652,-0.11975,0.10644,-0.37624,-0.2516,0.156
-0.35027,-0.12227,0.108,-0.37257,-0.25292,0.15614
-0.35397,-0.12481,0.10957,-0.36891,-0.2542,0.15628
-0.35764,-0.12735,0.11113,-0.36525,-0.25546,0.15642
-0.36128,-0.12991,0.11269,-0.36161,-0.25668,0.15656
-0.36488,-0.13249,0.11426,-0.35798,-0.25786,0.15671
-0.36844,-0.13507,0.11583,-0.35436,-0.25902,0.15686
-0.37196,-0.13767,0.1174,-0.35075,-0.26014,0.15702
-0.37545,-0.14027,0.11897,-0.34716,-0.26122,0.15717
-0.37891,-0.14289,0.12054,-0.34357,-0.26228,0.15733
-0.38232,-0.14552,0.12212,-0.34,-0.2633,0.1575
-0.38571,-0.14816,0.12369,-0.33644,-0.26429,0.15766
-0.38905,-0.15081,0.12527,-0.3329,-0.26525,0.15783
-0.39236,-0.15346,0.12685,-0.32937,-0.26618,0.15799
-0.39564,-0.15613,0.12843,-0.32585,-0.26708,0.15817
-0.39888,-0.1588,0.13001,-0.32234,-0.26794,0.15834
-0.40209,-0.16149,0.1316,-0.31885,-0.26878,0.15851
-0.40526,-0.16418,0.13318,-0.31538,-0.26959,0.15869
-0.4084,-0.16688,0.13477,-0.31191,-0.27036,0.15887
-0.4115,-0.16959,0.13636,-0.30846,-0.27111,0.15905
-0.41456,-0.1723,0.13795,-0.30503,-0.27183,0.15923
-0.4176,-0.17502,0.13954,-0.30161,-0.27252,0.15941
-0.4206,-0.17775,0.14114,-0.2982,-0.27318,0.15959
-0.42356,-0.18049,0.14274,-0.29481,-0.27381,0.15977
-0.42649,-0.18323,0.14433,-0.29144,-0.27441,0.15996
-0.42939,-0.18598,0.14593,-0.28808,-0.27499,0.16015
-0.43225,-0.18873,0.14754,-0.28473,-0.27554,0.16033
-0.43509,-0.19149,0.14914,-0.2814,-0.27606,0.16052
-0.43788,-0.19425,0.15075,-0.27808,-0.27655,0.16071
-0.44065,-0.19702,0.15236,-0.27478,-0.27702,0.16089
-0.44338,-0.19979,0.15397,-0.2715,-0.27746,0.16108
-0.44608,-0.20257,0.15558,-0.26822,-0.27787,0.16127
-0.44874,-0.20535,0.15719,-0.26497,-0.27826,0.16146
-0.45138,-0.20813,0.15881,-0.26173,-0.27862,0.16165
-0.45398,-0.21092,0.16042,-0.2585,-0.27895,0.16184
-0.45655,-0.21371,0.16204,-0.25529,-0.27926,0.16202
-0.45908,-0.2165,0.16366,-0.2521,-0.27955,0.16221
-0.46159,-0.2193,0.16529,-0.24892,-0.27981,0.1624
-0.46406,-0.2221,0.16691,-0.24575,-0.28005,0.16258
-0.4665,-0.2249,0.16854,-0.2426,-0.28026,0.16277
-0.46891,-0.22771,0.17017,-0.23946,-0.28044,0.16296
-0.47129,-0.23051,0.1718,-0.23634,-0.28061,0.16314
-0.47364,-0.23332,0.17343,-0.23324,-0.28074,0.16332
-0.47596,-0.23613,0.17506,-0.23015,-0.28086,0.16351
-0.47824,-0.23893,0.1767,-0.22707,-0.28095,0.16369
-0.4805,-0.24174,0.17834,-0.22401,-0.28102,0.16387
-0.48272,-0.24455,0.17998,-0.22096,-0.28107,0.16405
-0.48492,-0.24737,0.18162,-0.21793,-0.28109,0.16423
-0.48708,-0.25018,0.18326,-0.21491,-0.28109,0.1644
-0.48922,-0.25299,0.18491,-0.21191,-0.28107,0.16458
-0.49132,-0.2558,0.18655,-0.20892,-0.28103,0.16475
-0.4934,-0.25861,0.1882,-0.20594,-0.28096,0.16492
-0.49544,-0.26142,0.18985,-0.20298,-0.28088,0.16509
-0.49745,-0.26423,0.1915,-0.20003,-0.28077,0.16526
-0.49944,-0.26703,0.19316,-0.1971,-0.28064,0.16543
-0.5014,-0.26984,0.19481,-0.19418,-0.28049,0.16559
-0.50332,-0.27264,0.19647,-0.19127,-0.28032,0.16575
-0.50522,-0.27544,0.19813,-0.18838,-0.28014,0.16591
-0.50709,-0.27824,0.19979,-0.1855,-0.27993,0.16607
-0.50893,-0.28104,0.20145,-0.18263,-0.2797,0.16623
-0.51074,-0.28384,0.20311,-0.17978,-0.27945,0.16638
-0.51253,-0.28663,0.20478,-0.17694,-0.27918,0.16654
-0.51428,-0.28942,0.20644,-0.17411,-0.27889,0.16669
-0.51601,-0.29221,0.20811,-0.17129,-0.27858,0.16683
-0.51771,-0.29499,0.20978,-0.16849,-0.27826,0.16698
-0.51938,-0.29777,0.21145,-0.1657,-0.27791,0.16712
-0.52102,-0.30055,0.21312,-0.16292,-0.27755,0.16726
-0.52264,-0.30333,0.21479,-0.16016,-0.27717,0.1674
-0.52423,-0.3061,0.21647,-0.1574,-0.27677,0.16753
-0.52579,-0.30886,0.21815,-0.15466,-0.27635,0.16767
-0.52732,-0.31162,0.21982,-0.15192,-0.27592,0.1678
-0.52883,-0.31438,0.2215,-0.1492,-0.27547,0.16792
-0.5303,-0.31713,0.22318,-0.1465,-0.275,0.16805
-0.53176,-0.31988,0.22486,-0.1438,-0.27451,0.16817
-0.53318,-0.32262,0.22654,-0.14111,-0.27401,0.16829
-0.53458,-0.32536,0.22823,-0.13843,-0.27349,0.1684
-0.53595,-0.32809,0.22991,-0.13577,-0.27296,0.16852
-0.53729,-0.33082,0.2316,-0.13311,-0.27241,0.16863
-0.53861,-0.33354,0.23329,-0.13047,-0.27184,0.16874
-0.5399,-0.33625,0.23497,-0.12783,-0.27126,0.16884
-0.54117,-0.33896,0.23666,-0.1252,-0.27066,0.16894
-0.54241,-0.34167,0.23835,-0.12259,-0.27005,0.16904
-0.54362,-0.34437,0.24004,-0.11998,-0.26942,0.16914
-0.54481,-0.34706,0.24173,-0.11738,-0.26878,0.16923
-0.54597,-0.34974,0.24343,-0.1148,-0.26812,0.16932
-0.5471,-0.35242,0.24512,-0.11222,-0.26745,0.16941
-0.54821,-0.35509,0.24682,-0.10965,-0.26677,0.16949
-0.54929,-0.35775,0.24851,-0.10708,-0.26607,0.16958
-0.55035,-0.36041,0.25021,-0.10453,-0.26536,0.16965
-0.55139,-0.36306,0.2519,-0.10198,-0.26463,0.16973
-0.55239,-0.3657,0.2536,-0.099447,-0.26389,0.1698
-0.55337,-0.36834,0.2553,-0.096918,-0.26314,0.16987
-0.55433,-0.37097,0.257,-0.094396,-0.26238,0.16994
-0.55526,-0.37359,0.2587,-0.091881,-0.2616,0.17
-0.55617,-0.3762,0.2604,-0.089374,-0.26081,0.17006
-0.55705,-0.3788,0.2621,-0.086874,-0.26001,0.17012
-0.55791,-0.3814,0.2638,-0.084381,-0.2592,0.17018
-0.55874,-0.38399,0.2655,-0.081895,-0.25837,0.17023
-0.55954,-0.38657,0.26721,-0.079415,-0.25754,0.17028
-0.56033,-0.38914,0.26891,-0.076942,-0.25669,0.17033
-0.56108,-0.3917,0.27061,-0.074475,-0.25584,0.17037
-0.56182,-0.39425,0.27232,-0.072013,-0.25497,0.17041
-0.56252,-0.3968,0.27402,-0.069558,-0.25409,0.17045
-0.56321,-0.39934,0.27573,-0.067108,-0.2532,0.17048
-0.56387,-0.40186,0.27743,-0.064663,-0.2523,0.17052
-0.5645,-0.40438,0.27914,-0.062224,-0.2514,0.17055
-0.56511,-0.40689,0.28084,-0.05979,-0.25048,0.17057
-0.5657,-0.40939,0.28255,-0.05736,-0.24955,0.1706
-0.56626,-0.41188,0.28425,-0.054935,-0.24862,0.17062
-0.56679,-0.41436,0.28596,-0.052515,-0.24767,0.17064
-0.56731,-0.41684,0.28767,-0.050099,-0.24672,0.17066
-0.5678,-0.4193,0.28937,-0.047687,-0.24576,0.17067
-0.56826,-0.42175,0.29108,-0.045279,-0.24479,0.17068
-0.5687,-0.42419,0.29279,-0.042874,-0.24382,0.17069
-0.56912,-0.42663,0.29449,-0.040473,-0.24284,0.1707
-0.56951,-0.42905,0.2962,-0.038075,-0.24185,0.1707
-0.56988,-0.43146,0.29791,-0.03568,-0.24085,0.17071
-0.57023,-0.43387,0.29961,-0.033289,-0.23984,0.17071
-0.57055,-0.43626,0.30132,-0.0309,-0.23883,0.1707
-0.57084,-0.43864,0.30303,-0.028513,-0.23782,0.1707
-0.57112,-0.44102,0.30474,-0.026129,-0.2368,0.17069
-0.57137,-0.44338,0.30644,-0.023747,-0.23577,0.17068
-0.57159,-0.44573,0.30815,-0.021366,-0.23473,0.17067
-0.57179,-0.44807,0.30986,-0.018988,-0.2337,0.17066
-0.57197,-0.45041,0.31156,-0.016611,-0.23265,0.17064
-0.57213,-0.45273,0.31327,-0.014236,-0.23161,0.17063
-0.57226,-0.45504,0.31498,-0.011861,-0.23056,0.17061
-0.57236,-0.45734,0.31668,-0.0094878,-0.2295,0.17059
-0.57245,-0.45963,0.31839,-0.0071152,-0.22844,0.17057
-0.5725,-0.46191,0.32009,-0.0047431,-0.22738,0.17054
-0.57254,-0.46418,0.3218,-0.0023715,-0.22631,0.17052
-0.57255,-0.46643,0.3235,0,-0.22524,0.17049
-0.56301,-0.46017,0.3227,0.95889,0.61709,-0.07791
-0.55337,-0.45409,0.32194,0.96918,0.59839,-0.07298
-0.54363,-0.4482,0.32124,0.97942,0.57988,-0.068273
-0.53379,-0.44249,0.32058,0.98962,0.56154,-0.063784
-0.52384,-0.43697,0.31996,0.99976,0.54336,-0.059506
-0.51379,-0.43163,0.31939,1.0098,0.52534,-0.055434
-0.50364,-0.42646,0.31885,1.0198,0.50746,-0.051564
-0.4934,-0.42148,0.31835,1.0297,0.48972,-0.047888
-0.48305,-0.41667,0.31789,1.0395,0.47211,-0.044402
-0.47261,-0.41203,0.31747,1.0492,0.45462,-0.0411
-0.46206,-0.40757,0.31707,1.0588,0.43724,-0.037978
-0.45143,-0.40329,0.31671,1.0682,0.41996,-0.035029
-0.4407,-0.39917,0.31637,1.0775,0.40279,-0.032248
-0.42988,-0.39523,0.31606,1.0867,0.38571,-0.02963
-0.41897,-0.39146,0.31578,1.0956,0.36872,-0.027168
-0.40797,-0.38786,0.31552,1.1045,0.35181,-0.024859
-0.39688,-0.38442,0.31528,1.1131,0.33498,-0.022694
-0.38571,-0.38116,0.31506,1.1215,0.31822,-0.02067
-0.37445,-0.37806,0.31487,1.1297,0.30153,-0.018779
-0.36311,-0.37513,0.31469,1.1377,0.2849,-0.017017
-0.3517,-0.37236,0.31452,1.1454,0.26833,-0.015376
-0.34021,-0.36976,0.31438,1.1529,0.25181,-0.013851
-0.32864,-0.36732,0.31425,1.1602,0.23534,-0.012435
-0.317,-0.36505,0.31413,1.1671,0.21892,-0.011122
-0.3053,-0.36295,0.31402,1.1739,0.20254,-0.0099048
-0.29353,-0.361,0.31393,1.1803,0.1862,-0.0087775
-0.28169,-0.35922,0.31385,1.1864,0.1699,-0.0077331
-0.2698,-0.3576,0.31378,1.1922,0.15362,-0.0067647
-0.25785,-0.35615,0.31371,1.1977,0.13738,-0.0058655
-0.24585,-0.35486,0.31366,1.2029,0.12116,-0.0050282
-0.23379,-0.35373,0.31361,1.2078,0.10496,-0.004246
-0.22169,-0.35276,0.31357,1.2123,0.08878,-0.0035115
-0.20955,-0.35195,0.31354,1.2164,0.072617,-0.0028176
-0.19737,-0.3513,0.31352,1.2203,0.056466,-0.0021569
-0.18515,-0.35082,0.3135,1.2237,0.040326,-0.0015221
-0.17289,-0.3505,0.31349,1.2268,0.024193,-0.00090584
-0.16061,-0.35034,0.31348,1.2295,0.0080638,-0.00030071
-0.1483,-0.35034,0.31348,1.2319,-0.0080638,0.00030071
-0.13597,-0.3505,0.31349,1.2339,-0.024193,0.00090584
-0.12363,-0.35082,0.3135,1.2355,-0.040326,0.0015221
-0.11127,-0.3513,0.31352,1.2367,-0.056466,0.0021569
-0.098893,-0.35195,0.31354,1.2376,-0.072617,0.0028176
-0.086515,-0.35276,0.31357,1.238,-0.08878,0.0035115
-0.074134,-0.35373,0.31361,1.2381,-0.10496,0.004246
-0.061754,-0.35486,0.31366,1.2378,-0.12116,0.0050282
-0.049378,-0.35615,0.31371,1.2372,-0.13738,0.0058655
-0.037012,-0.3576,0.31378,1.2361,-0.15362,0.0067647
-0.024657,-0.35922,0.31385,1.2347,-0.1699,0.0077331
-0.012319,-0.361,0.31393,1.2329,-0.1862,0.0087775
0,-0.36295,0.31402,1.2308,-0.20254,0.0099048
